neighborhood_code;neighborhood_names;total_destruction
BU08400309;Verspreide huizen Schijf;1.0
BU08400400;Zegge;2.0
BU08400409;Verspreide huizen Zegge;2.0
BU04410000;Schagen;71.0
BU04410001;Nesdijk;21.0
BU04410002;Groeneweg;15.0
BU04410003;Waldervaart-Noord;9.0
BU04410004;Waldervaart-Zuid;0.0
BU04410005;Muggenburg;7.0
BU04410006;Verspreide huizen ten oosten van Schagen;9.0
BU04410007;Verspreide huizen ten zuiden van Schagen;6.0
BU04410008;Verspr.h. ten N. van het kanaal Stolpen;0.0
BU04410009;Verspreide huizen ten westen van Schagen;5.0
BU04410101;Tuitjenhorn en Kerkbuurt;18.0
BU04410102;Dirkshorn;5.0
BU04410103;Landelijk gebied Dirkshorn;0.0
BU04410104;Landelijk gebied Waarland;2.0
BU04410105;Waarland;5.0
BU04410106;Kalverdijk;1.0
BU04410201;Sint Maarten;1.0
BU04410202;Stroet;0.0
BU04410203;Valkkoog;
BU04410204;Eenigenburg;1.0
BU04410205;Verspreide huizen Rijpje;1.0
BU04410206;Verspreide huizen Groenveld;
BU04410301;Warmenhuizen-West;5.0
BU04410302;Warmenhuizen-Oost;7.0
BU04410303;Schoorldam (gedeeltelijk);
BU04410304;Krabbendam;
BU04410305;Rekerlanden;0.0
BU04410306;Landelijk gebied Warmenhuizen;0.0
BU04410401;Schagerbrug;9.0
BU04410402;Sint Maartensbrug;1.0
BU04410403;Burgerbrug;0.0
BU04410404;'t Zand;10.0
BU04410405;Oudesluis;4.0
BU04410406;Petten;6.0
BU04410407;Callantsoog;15.0
BU04410408;Sint Maartensvlotbrug;4.0
BU04410409;Burgervlotbrug;1.0
BU02790000;Scherpenzeel;14.0
BU02790008;Verspr.h. ten zuiden van Scherpenzeel;0.0
BU02790009;Verspr.h. ten noorden van Scherpenzeel;2.0
BU06060000;Buurt 00;38.0
BU06060101;Stadserf;0.0
BU06060102;Natuurkundigenbuurt;10.0
BU06060103;Singelkwartier;10.0
BU06060104;Stationsbuurt;18.0
BU06060105;Wetenschappersbuurt;23.0
BU06060106;Newtonbuurt;12.0
BU06060107;Rotterdamsedijk;26.0
BU06060201;Brandersbuurt;15.0
BU06060202;Walvisbuurt;2.0
BU06060203;De Plantage;3.0
BU06060301;Schildersbuurt;16.0
BU06060302;Schrijversbuurt;8.0
BU06060303;Fabribuurt;10.0
BU06060304;Frankenland;9.0
BU06060305;Liduinabuurt;3.0
BU06060306;Nassaubuurt;7.0
BU06060307;Oranjekwartier;5.0
BU06060308;Haverschmidtkwartier;5.0
BU06060309;Distillateursbuurt;5.0
BU06060401;Noletbuurt;16.0
BU06060402;Eilandenbuurt;8.0
BU06060403;Piet Sandersbuurt;13.0
BU06060404;Maasboulevard;7.0
BU06060405;Havenbuurt;9.0
BU06060500;Nieuw-Mathenesse;8.0
BU06060602;Spieringshoek;2.0
BU06060603;Staatsliedenbuurt;13.0
BU06060604;Vakbondsliedenbuurt;7.0
BU06060605;Hollandiabuurt;8.0
BU06060606;Schiehart;23.0
BU06060607;Nolensbuurt;67.0
BU06060608;Wibautbuurt;42.0
BU06060701;Parkenbuurt/Bijdorp;21.0
BU06060702;Groenoord-Zuid;5.0
BU06060703;Groenoord-Midden;27.0
BU06060704;Groenoord-Noord;23.0
BU06060705;Kethel-dorp;6.0
BU06060706;Vogelbuurt;4.0
BU06060707;Tuindorp;10.0
BU06060801;Spaanse Polder;4.0
BU06060802;'s-Gravelandsepolder;4.0
BU06060803;Polderwetering;0.0
BU06060901;Toneelspelersbuurt;3.0
BU06060902;Ambachtenbuurt;11.0
BU06060903;Kastelenbuurt;3.0
BU06060904;Botenbuurt;0.0
BU06060905;De Gaarden/Sveafors;4.0
BU06060906;De Vlinderhoven/Sveaholm;11.0
BU06060907;De Akkers en De Velden;8.0
BU06060908;Sveaborg en -Dal;2.0
BU06060909;Noordkethelpolder;0.0
BU00880000;Schiermonnikoog;3.0
BU00880009;Verspreide huizen Schiermonnikoog;3.0
BU09620000;Schinnen;2.0
BU09620001;Puth;6.0
BU09620002;Nagelbeek-Hegge;2.0
BU09620003;Sweikhuizen;2.0
BU09620004;Thull;0.0
BU09620005;Hommert (gedeeltelijk);1.0
BU09620009;Verspreide huizen;1.0
BU09620100;Amstenrade;4.0
BU09620101;Oirsbeek;14.0
BU09620102;Klein-Doenrade;1.0
BU09620103;Groot-Doenrade;1.0
BU16760000;Zierikzee binnen de vesten;32.0
BU16760001;Malta;8.0
BU16760002;Poortambacht;15.0
BU16760003;Zuidhoek;0.0
BU16760004;Kaaskenswater;0.0
BU16760007;Verspr.h. in het Noorden en Westen;4.0
BU16760008;Verspreide huizen in het Zuiden;0.0
BU16760009;Verspreide huizen in het Oosten;
BU16760100;Brouwershaven;4.0
BU16760109;Verspreide huizen Brouwershaven;0.0
BU16760200;Zonnemaire;2.0
BU16760209;Verspreide huizen Zonnemaire;0.0
BU16760300;Dreischor;6.0
BU16760309;Verspreide huizen Dreischor;0.0
BU16760400;Noordgouwe;0.0
BU16760401;Schuddebeurs;0.0
BU16760409;Verspr.h. Noordgouwe en Schuddebeurs;0.0
BU16760500;Bruinisse;5.0
BU16760501;Recreatiegebied;4.0
BU16760509;Verspreide huizen Bruinisse;2.0
BU16760600;Nieuwerkerk;4.0
BU16760609;Verspreide huizen Nieuwerkerk;4.0
BU16760700;Oosterland;6.0
BU16760701;Sirjansland;2.0
BU16760708;Verspreide huizen Sirjansland;1.0
BU16760709;Verspreide huizen Oosterland;1.0
BU16760800;Ouwerkerk;4.0
BU16760809;Verspreide huizen Ouwerkerk;0.0
BU16760900;Scharendijke;2.0
BU16760909;Verspreide huizen Scharendijke;3.0
BU16761000;Kerkwerve;0.0
BU16761009;Verspreide huizen Kerkwerve;1.0
BU16761100;Ellemeet;2.0
BU16761109;Verspr.h. ten zuiden van Ellemeet;0.0
BU16761200;Haamstede;3.0
BU16761201;Burgh;5.0
BU16761202;Hogeweg;2.0
BU16761203;Westenschouwen;1.0
BU16761204;Kloosterweg en omgeving;0.0
BU16761205;Nieuw-Haamstede;0.0
BU16761208;Verspreide huizen in het Kleigebied;1.0
BU16761209;Verspreide huizen in het Zandgebied;3.0
BU16761300;Renesse;9.0
BU16761301;Oude Moolweg en Laone;3.0
BU16761302;Hoogenboomlaan;2.0
BU16761303;Lagezoom;0.0
BU16761309;Verspreide huizen ten westen van Renesse;0.0
BU16761400;Noordwelle;
BU16761409;Verspreide huizen Noordwelle;0.0
BU16761500;Serooskerke;0.0
BU16761509;Verspreide huizen Serooskerke;0.0
BU09650000;Simpelveld;7.0
BU09650001;Hulsveld;1.0
BU09650002;Huls;0.0
BU09650003;Molsberg-Rodeput;1.0
BU09650009;Verspreide huizen;0.0
BU09650100;Bocholtz;6.0
BU09650101;Bocholtzerheide;1.0
BU09650102;Prickart-Broek;0.0
BU09650103;Baneheide;0.0
BU17020000;Sint Anthonis;5.0
BU17020001;Ledeacker;0.0
BU17020008;Verspreide huizen Ledeacker;0.0
BU17020009;Verspreide huizen Sint Anthonis;0.0
BU17020100;Oploo;0.0
BU17020109;Verspreide huizen Oploo;1.0
BU17020200;Westerbeek;0.0
BU17020209;Verspreide huizen Westerbeek;0.0
BU17020300;Stevensbeek;1.0
BU17020309;Verspreide huizen Stevensbeek;0.0
BU17020400;Wanroij;0.0
BU17020409;Verspreide huizen Wanroij's Broek;1.0
BU17020500;Landhorst;0.0
BU17020509;Verspreide huizen De Peel;0.0
BU08450000;Sint-Michielsgestel;11.0
BU08450001;Theereheide;7.0
BU08450002;Venkant, Beekkant en Beekvliet;6.0
BU08450003;Halder;0.0
BU08450007;Verspr.h. Theereheide en Zegenwerp;0.0
BU08450008;Verspreide huizen Genenberg;1.0
BU08450009;Verspr.h. Sint-Michielsgestelse polders;1.0
BU08450100;Gemonde;3.0
BU08450108;Verspreide huizen ten oosten van Gemonde;0.0
BU08450109;Verspreide huizen ten westen van Gemonde;0.0
BU08450200;Den Dungen;6.0
BU08450201;Maaskantje;4.0
BU08450207;Verspreide huizen Spurk en 't Woud;1.0
BU08450208;Verspreide huizen Poeldonk;1.0
BU08450209;Verspreide huizen Maaskantje;
BU08450300;Berlicum;24.0
BU08450301;Westakkers;0.0
BU08450302;Westerbroek en Beekveld;7.0
BU08450308;Verspreide huizen Beekveld-Hersend;
BU08450309;Verspr.h. ten noorden van Berlicum;4.0
BU08450400;Middelrode;2.0
BU08450408;Verspreide huizen Middelrode;0.0
BU08450409;Verspreide huizen Heikantse Hoeve;1.0
BU18830001;Limbrichterveld;28.0
BU18830008;Industrieterrein Bergerweg-Rosengarten;11.0
BU18830100;Sittard-Centrum;79.0
BU18830101;Sanderbout;10.0
BU18830102;Ophoven;20.0
BU18830103;Kollenberg-Park Leyenbroek;8.0
BU18830109;Omgeving Watersley;1.0
BU18830200;Overhoven;20.0
BU18830201;Baandert;19.0
BU18830202;Stadbroek;19.0
BU18830203;Vrangendael;18.0
BU18830204;Broeksittard;8.0
BU18830205;Kemperkoul;32.0
BU18830208;Industrieterrein Noord;2.0
BU18830209;Omgeving Schwienswei;2.0
BU18830300;Munstergeleen;17.0
BU18830301;Wintraak;0.0
BU18830400;Guttecoven;6.0
BU18830401;Limbricht;4.0
BU18830402;Einighausen;2.0
BU18830501;Geleen-Centrum;29.0
BU18830502;Geleen-Noord;26.0
BU18830503;Lindenheuvel;52.0
BU18830504;Geleen-Zuid;25.0
BU18830505;Kluis;32.0
BU18830506;Oud-Geleen en Haesselderveld;36.0
BU18830601;Holtum;0.0
BU18830602;Buchten;2.0
BU18830603;Born;10.0
BU18830604;Hondsbroek;5.0
BU18830606;Graetheide;0.0
BU18830607;Industriegebied;4.0
BU18830609;Omgeving Limbrichterbos-Wolfrath;11.0
BU18830700;Obbicht;3.0
BU18830701;Papenhoven;0.0
BU18830702;Grevenbicht;4.0
BU06100101;Baanhoek-West;2.0
BU06100102;Baanhoek-Bedrijven;2.0
BU06100103;De Weren;2.0
BU06100104;Benedenveer;4.0
BU06100105;Baanhoek-Oost;0.0
BU06100106;Prickwaert en Weresteijn;3.0
BU06100107;De Hoven;4.0
BU06100108;Molendijk;0.0
BU06100201;Rivierenbuurt-Noord;4.0
BU06100202;Rivierenbuurt-Zuid;5.0
BU06100203;Kerkbuurt-West;3.0
BU06100204;Buitenuitbreiding-West;1.0
BU06100205;Bedrijventerrein Kerkerak;
BU06100206;Stationsweg;3.0
BU06100207;Staatsliedenbuurt;2.0
BU06100208;Winklerplein-Noord;15.0
BU06100209;Winklerplein-Zuid;4.0
BU06100210;Kerkbuurt-Oost;2.0
BU06100211;Buitenuitbreiding-Oost;5.0
BU06100301;Vogelbuurt-Noord;7.0
BU06100302;Vogelbuurt-Zuid;8.0
BU06100303;Middenveer;1.0
BU06100304;Rivierdijk-West;2.0
BU06100305;De Grienden;5.0
BU06100306;Rivierdijk-Midden;0.0
BU06100307;Rivierdijk-Oost;2.0
BU06100401;Het Buitengebied;0.0
BU06100403;Bedrijventerrein Nijverwaard;1.0
BU06100404;Bedrijventerrein Stationspark;1.0
BU17140000;Sluis;7.0
BU17140001;Sint Anna ter Muiden;0.0
BU17140009;Verspreide huizen Sluis;3.0
BU17140100;Retranchement;0.0
BU17140109;Verspreide huizen Retranchement;0.0
BU17140200;Aardenburg;7.0
BU17140209;Verspreide huizen Aardenburg;5.0
BU17140300;Eede;1.0
BU17140309;Verspreide huizen Eede;0.0
BU17140400;Sint Kruis;0.0
BU17140409;Verspreide huizen Sint Kruis;0.0
BU17140500;Oostburg;29.0
BU17140509;Verspreide huizen Oostburg;1.0
BU17140600;Zuidzande;0.0
BU17140609;Verspreide huizen Zuidzande;0.0
BU17140700;Cadzand;0.0
BU17140701;Cadzand-Bad;0.0
BU17140709;Verspreide huizen Cadzand;1.0
BU17140800;Nieuwvliet;1.0
BU17140801;Nieuwvliet-Bad-Oost en -West;0.0
BU17140809;Verspreide huizen Nieuwvliet;0.0
BU17140900;Groede;2.0
BU17140909;Verspreide huizen Groede;1.0
BU17141000;Breskens;19.0
BU17141009;Verspreide huizen Breskens;3.0
BU17141100;Hoofdplaat;1.0
BU17141101;Nummer Eén en omgeving;1.0
BU17141108;Verspr.h. Nummer Eén en Slijkplaat;
BU17141109;Overige verspreide huizen Hoofdplaat;0.0
BU17141200;IJzendijke;5.0
BU17141209;Verspreide huizen IJzendijke;2.0
BU17141300;Schoondijke;0.0
BU17141309;Verspreide huizen Schoondijke;0.0
BU17141400;Waterlandkerkje;1.0
BU17141409;Verspreide huizen Waterlandkerkje;0.0
BU00900001;Centrum;21.0
BU00900002;De Wiken;64.0
BU00900003;De Singels;17.0
BU00900004;De Drait;21.0
BU00900005;De Wiken-Oost;8.0
BU00900006;De Venen;21.0
BU00900007;De Folgeren;50.0
BU00900008;De Swetten;34.0
BU00900009;De Bouwen;28.0
BU00900010;Noordoost;55.0
BU00900011;De Haven;9.0
BU00900012;Buitengebied Drachten;6.0
BU00900013;De Trisken;26.0
BU00900014;Fennepark;9.0
BU00900015;Himsterhout;2.0
BU00900017;Vrijburg;3.0
BU00900018;Burmaniapark;3.0
BU00900120;Opeinde;2.0
BU00900121;Rottevalle;3.0
BU00900122;Houtigehage;4.0
BU00900123;Drachtstercompagnie;15.0
BU00900124;Kortehemmen;10.0
BU00900125;Boornbergum;6.0
BU00900126;De Wilgen;4.0
BU00900127;Smalle Ee;0.0
BU00900128;De Veenhoop;4.0
BU00900129;Goëngahuizen;
BU00900130;Oudega;6.0
BU00900131;Nijega;1.0
BU00900132;De Tike;0.0
BU03420101;Industrieterrein Soest;3.0
BU03420102;'t Hart;22.0
BU03420103;Soestdijk;23.0
BU03420201;Klaarwater;19.0
BU03420301;Pijnenburg;
BU03420302;Het Soesterveen;0.0
BU03420303;De Grachten;3.0
BU03420304;Boerenstreek;10.0
BU03420401;De Eng Noord West;6.0
BU03420402;De Eng;18.0
BU03420403;Soest Midden;16.0
BU03420404;Eemgebied;0.0
BU03420405;De Eng Zuid;1.0
BU03420501;Smitsveen;26.0
BU03420601;De Zoom;23.0
BU03420602;Wieksloot;0.0
BU03420604;Hees;1.0
BU03420605;Klein Engendaal;0.0
BU03420606;Klein Engendaal Noord;1.0
BU03420701;Soest Zuid;22.0
BU03420702;De Birkt;3.0
BU03420703;Soestduinen;2.0
BU03420704;Duinen Gebied;0.0
BU03420705;Paltz;0.0
BU03420706;Vlasakkers;0.0
BU03420801;Soesterberg Noord;0.0
BU03420802;Soesterberg Oost;8.0
BU03420803;Leusderheide;2.0
BU03420804;Soesterberg Kom;20.0
BU08470000;Someren;24.0
BU08470008;Verspreide huizen Hoeven;0.0
BU08470009;Verspreide huizen Slieven;5.0
BU08470100;Lierop;4.0
BU08470108;Verspreide huizen Meerven;2.0
BU08470109;Verspreide huizen Hersel;1.0
BU08470200;Someren-Eind;2.0
BU08470208;Verspreide huizen Sluis 12/13;0.0
BU08470209;Verspreide huizen Diepenhoek;0.0
BU08470300;Somerense Heide;0.0
BU08470309;Verspreide huizen Somerense Heide;1.0
BU08470909;Verspreide huizen Lungendonk;0.0
BU08480000;Son;24.0
BU08480001;De Gentiaan;8.0
BU08480002;Industrieterrein Ekkersrijt;7.0
BU08480003;'t Zand;1.0
BU08480009;Verspreide huizen Son;3.0
BU08480100;Breugel;3.0
BU08480101;'t Eigen en Hoogstraat;9.0
BU08480109;Verspreide huizen Breugel;0.0
BU00370100;Stadskanaal Centrum;39.0
BU00370101;Maarsstee;13.0
BU00370102;Maarswold;10.0
BU00370103;Maarsveld;16.0
BU00370104;De Hagen;2.0
BU00370105;Vogelwijk en De Borgen;5.0
BU00370106;Industriegebied Vleddermond;3.0
BU00370107;Dideldom;3.0
BU00370108;Parkwijk;10.0
BU00370109;Stadskanaal Noord Landskant;3.0
BU00370110;Stadskanaal Noord Centrum;9.0
BU00370111;Stadskanaal Noord;3.0
BU00370112;Waterland;1.0
BU00370200;Musselkanaal Centrum;26.0
BU00370201;Musselkanaal Zuid;0.0
BU00370202;Musselkanaal Noord;3.0
BU00370203;Ceresdorp;2.0
BU00370300;Onstwedde;2.0
BU00370301;Holte;0.0
BU00370308;Onstwedde Buitengebied Noord;1.0
BU00370309;Onstwedde Buitengebied Zuid;2.0
BU00370400;Mussel;0.0
BU00370401;Kopstukken;0.0
BU00370402;Vledderveen;0.0
BU00370409;Mussel Buitengebied;0.0
BU00370500;Alteveer;1.0
BU00370509;Alteveer Buitengebied;1.0
BU01800000;Staphorst plan-Oost;3.0
BU01800001;Staphorst plan-West;1.0
BU01800002;Staphorst streek-West;3.0
BU01800003;Staphorst streek-Oost;3.0
BU01800004;Industrieterrein Staphorst;0.0
BU01800005;Staphorst-Zuid;2.0
BU01800006;Staphorst-Noord;1.0
BU01800007;De Slagen;4.0
BU01800100;Rouveen kern;1.0
BU01800101;Rouveen Streek-Zuid;2.0
BU01800102;Rouveen Streek-Noord;2.0
BU01800206;Verspreide huizen Dedemsvaart;0.0
BU01800207;Verspr.h. Bisschops- en Munnikenslag;
BU01800208;Verspreide huizen Geerenland;
BU01800209;Verspreide huizen Oldmaten;0.0
BU01800305;Verspreide huizen Lankhorst;0.0
BU01800306;Verspreide huizen Leyen;1.0
BU01800307;Verspr.h. Berger Achthoven en omgeving;2.0
BU01800308;Verspreide huizen Heidehoogten;1.0
BU01800309;Verspr.h. Rechterensweg en omgeving;1.0
BU01800400;IJhorst;5.0
BU01800409;Verspreide huizen IJhorst;0.0
BU01800509;Verspreide huizen Punthorst;0.0
BU01800609;Verspreide huizen Lankhorst;0.0
BU01800709;Verspr.h. Zwartewatersklooster en Holtru;0.0
BU05320000;Centrum Grootebroek;12.0
BU05320001;Lutjebroek;13.0
BU05320002;Kloosterhof en Oostersluis;20.0
BU05320100;Bovenkarspel-Centrum;10.0
BU05320101;Broekerhaven;0.0
BU05320102;Plan Zuid en Princenhof;11.0
BU05320103;Rozeboom;6.0
BU08510000;Steenbergen-Centrum;45.0
BU08510001;Welberg;4.0
BU08510002;Steenbergen-Zuid;54.0
BU08510003;Steenbergen-Noord;11.0
BU08510004;Industrieterrein Reinierpolder;0.0
BU08510007;Graaf Hendrik- en Triangelpolder;1.0
BU08510008;Westelijke polders;0.0
BU08510009;Het Oudland;2.0
BU08510100;Kruisland;1.0
BU08510109;Kruislandse polders;1.0
BU08510200;De Heen;1.0
BU08510209;Heense polders;0.0
BU08510300;Dinteloord;20.0
BU08510301;Boompjesdijk;
BU08510308;Verspreide huizen in het Oosten;1.0
BU08510309;Verspreide huizen in het Westen;2.0
BU08510400;Nieuw-Vossemeer;8.0
BU08510409;Verspr.h. waaronder Pelsendijk en Rolaf;1.0
BU17080001;Centrum Steenwijk;37.0
BU17080002;Steenwijk West;35.0
BU17080003;Steenwijkerdiep;2.0
BU17080004;Torenlanden;6.0
BU17080005;Oostwijken, De Beitel;17.0
BU17080006;Clingenborgh;6.0
BU17080007;Dolderkanaal;0.0
BU17080008;Woldmeenthe;1.0
BU17080009;Oostermeenthe;17.0
BU17080010;Meentherand;1.0
BU17080011;Nieuwe gagels;1.0
BU17080012;De gagels;13.0
BU17080014;Groot Verlaat;1.0
BU17080028;Eeserwold;
BU17080029;Paddenpoel en Kornputkwartier;2.0
BU17080030;Buitengebied Steenwijk;
BU17080200;Oldemarkt;4.0
BU17080201;De Boterberg;1.0
BU17080209;Verspreide huizen Oldemarkt;0.0
BU17080300;Kalenberg;
BU17080309;Verspreide huizen Kalenberg;0.0
BU17080400;Kuinre;4.0
BU17080408;Verspr.h. Lindedijk en Rondebroek;
BU17080409;Verspreide huizen Kuinre;
BU17080500;Kerkbuurt;0.0
BU17080501;Dijkdorp Blankenham;0.0
BU17080509;Buitengebied Blankenham;4.0
BU17080600;Scheerwolde;1.0
BU17080608;Verspr.h. polder Gelderingen IJsselham;0.0
BU17080609;Verspr.h. Scheerwolde en Wetering;0.0
BU17080700;Vollenhove;16.0
BU17080701;Moespot-Leeuwte;0.0
BU17080702;Schaarkampen;0.0
BU17080709;Verspreide huizen Vollenhove;0.0
BU17080800;Sint Jansklooster;1.0
BU17080808;Verspreide huizen Sint Jansklooster;0.0
BU17080809;Verspreide huizen Leeuwte (gedeeltelijk);1.0
BU17080810;Tussen Sint Jans Klooster en Heetveld;0.0
BU17080811;Heetveld;2.0
BU17080812;Verspreide huizen Kadoelen en omgeving;
BU17080813;Verspreide huizen Barsbeek;
BU17081000;Belt-Schutsloot;0.0
BU17081001;Buitengebied Belt Schutsloot;1.0
BU17081100;Wanneperveen;2.0
BU17081102;Blauwehand;2.0
BU17081103;Buitengebied Wanneperveen;0.0
BU17081104;Ronduite;0.0
BU17081105;Dinxterveen;2.0
BU17081106;Roekebos;
BU17081107;Klosse;
BU17081108;Verspreide huizen Zomerdijk;0.0
BU17081600;Blokzijl;2.0
BU17081601;Scheepsdiep;0.0
BU17081608;Verspr.h. ten noorden van Blokzijl;0.0
BU17081609;Verspr.h. ten zuiden van Blokzijl;
BU17081700;Verspreide huizen polder Halfweg;
BU17081701;Verspreide huizen Giethoorn-Noord;0.0
BU17081702;Overig Giethoorn-Noord;0.0
BU17081703;Giethoorn-Noord kern;0.0
BU17081704;Giethoorn-Zuid;8.0
BU17081705;Verspreide huizen polder Giethoorn-Zuid;
BU17081706;Dwarsgracht;0.0
BU17081707;Verspreide huizen Jonen;
BU17081800;Zuidveen;1.0
BU17081801;Buitengebied Zuidveen;0.0
BU17081900;Onna;
BU17081901;Buitengebied Onna;1.0
BU17082000;Kallenkote;0.0
BU17082001;Buitengebied Kallenkote;0.0
BU17082100;Eesveen;1.0
BU17082101;Buitengebied Eesveen;1.0
BU17082200;De Bult;1.0
BU17082300;Baars;2.0
BU17082400;Witte Paarden;0.0
BU17082401;Buitengebied Witte Paarden;0.0
BU17082500;De Pol;3.0
BU17082600;Willemsoord;0.0
BU17082601;Buitengebied Willemsoord;1.0
BU17082700;Marijenkampen;1.0
BU17082800;Tuk;6.0
BU17082801;Buitengebied Tuk;0.0
BU17082900;Steenwijkerwold;7.0
BU17082901;Buitengebied Steenwijkerwold;0.0
BU17083000;Basse;0.0
BU17083001;Buitengebied Basse;0.0
BU17083100;Paasloo;1.0
BU17083200;IJsselham;
BU17083300;Ossenzijl;0.0
BU17083301;Buitengebied Ossenzijl;0.0
BU17083400;Wetering;
BU17083500;Nederland;
BU17083600;Baarlo;
BU09710000;Oud-Stein;8.0
BU09710001;Kerensheide;11.0
BU09710002;Nieuwdorp;16.0
BU09710003;Kleine Meers en Veldschuur;0.0
BU09710004;Maasband;0.0
BU09710005;Centrum;9.0
BU09710100;Elsloo;18.0
BU09710101;Meers;3.0
BU09710102;Catsop;0.0
BU09710200;Berg;2.0
BU09710201;Urmond ten westen van Julianakanaal;5.0
BU09710202;Urmond ten oosten van Julianakanaal;15.0
BU09710203;Nattenhoven;0.0
BU19040101;Maarsseveen;9.0
BU19040102;Bethunepolder-zuid;6.0
BU19040103;Otterspoorbroek;0.0
BU19040104;Op Buuren;4.0
BU19040105;Zandweg-Oostwaard;4.0
BU19040106;Staatsliedenbuurt;10.0
BU19040107;Omgeving Goudestein;1.0
BU19040108;Componistenbuurt;4.0
BU19040109;Lanenkwartier;1.0
BU19040110;Centrum ten zuiden van de Vecht;8.0
BU19040111;Reizende man;0.0
BU19040112;Schilderskwartier;29.0
BU19040113;Zogwetering;2.0
BU19040114;Park Vechtenstein;
BU19040115;Zeeheldenbuurt;2.0
BU19040116;Hogebrug;2.0
BU19040117;Friezenbuurt;0.0
BU19040118;Centrum ten noorden van de Vecht;5.0
BU19040119;Begraafplaats Maarssen;
BU19040201;Polder Kortrijk;1.0
BU19040202;Polder Breukelen Proosdij;0.0
BU19040203;Polder Klein Oud Aa;0.0
BU19040204;Kievitsbuurt;0.0
BU19040205;Polder Breukelerwaard;1.0
BU19040206;Polder Nijenrode;0.0
BU19040207;Breukelen Noord;19.0
BU19040208;Corridor;11.0
BU19040209;Landgoed Nijenrode;2.0
BU19040211;Scheendijk;1.0
BU19040212;Broeckland;1.0
BU19040213;Breukelen Zuid;5.0
BU19040214;Kanaalzone Noord Breukelen;1.0
BU19040215;Breukelen Midden;6.0
BU19040216;Rode Dorp;1.0
BU19040301;Polder Holland;0.0
BU19040302;Polder Garsten;1.0
BU19040303;Polder Oud Over;0.0
BU19040306;Mijnden;0.0
BU19040307;Hoefijzer;1.0
BU19040308;Driehoven;4.0
BU19040309;Oudover;0.0
BU19040310;Loenen Dorpskern;1.0
BU19040311;Cronenburgh;3.0
BU19040312;Kerklaan;0.0
BU19040401;Polder Oukoop;0.0
BU19040402;Nieuwer Ter Aa;0.0
BU19040501;Polder Portengen;3.0
BU19040502;Polder Groot Oud Aa;0.0
BU19040503;Polder Spengen;0.0
BU19040504;Polder Kockengen;
BU19040505;Kockengen Dorp;1.0
BU19040506;Portengense Brug;0.0
BU19040507;Welgelegen;1.0
BU19040508;Groenlust;1.0
BU19040601;Hoeker Polder;0.0
BU19040602;Polder Dorssewaard;0.0
BU19040603;Vreeland Dorp;12.0
BU19040604;Vreeland;0.0
BU19040701;Molenpolder;0.0
BU19040702;Bethunepolder-Noord;1.0
BU19040703;Tienhoven-Oud Maarsseveen;1.0
BU19040801;Polder Aetsveld;1.0
BU19040802;Polder Garsten Noord;0.0
BU19040804;Nigtevecht Dorp;2.0
BU19040805;Nigtevecht Garsten;0.0
BU19040901;Polder Mijnden;1.0
BU19040902;Polder Angstelkade;
BU19040903;Polder Sticht;
BU19040904;Polder Het Honderd;1.0
BU19040905;Nieuwersluis;1.0
BU19040906;Angstelkade;
BU19040907;Kanaalzone sector Nieuwersluis;1.0
BU19041001;Poldergebied Loenersloot;0.0
BU19041002;Loenersloot Binnenweg;0.0
BU19041003;Loenersloot Dorp;0.0
BU19041101;Oud-Zuilen;2.0
BU19041201;Verbindingswegen;7.0
BU19041202;Industrieterrein Maarssenbroek;3.0
BU19041203;Fazantenkamp;10.0
BU19041204;Boomstede;6.0
BU19041205;Reigerskamp;4.0
BU19041206;Zwanenkamp;11.0
BU19041207;Valkenkamp;6.0
BU19041208;Duivenkamp;9.0
BU19041209;Bloemstede;9.0
BU19041210;Zebraspoor;6.0
BU19041211;Pauwenkamp;6.0
BU19041212;Kamelenspoor;5.0
BU19041213;Antilopespoor;17.0
BU19041214;Bisonspoor;19.0
BU19041215;Spechtenkamp;4.0
BU06170001;Strijen-Centrum;3.0
BU06170002;Oranjewijk;2.0
BU06170003;Land van Essche;0.0
BU06170004;Over de Keen;2.0
BU06170005;Noord;1.0
BU06170007;Oud Bonaventura (bedrijfsterrein);0.0
BU06170008;Strijensas;0.0
BU06170009;Mookhoek;0.0
BU06170010;Cillaarshoek;0.0
BU06170011;Klem;
BU06170012;Buitengebied-Zuid;2.0
BU06170013;Buitengebied-West;1.0
BU06170014;Buitengebied-Oost;0.0
BU19000000;Bolsward binnen De Wallen;15.0
BU19000001;Bolsward-Noord;19.0
BU19000002;Bolsward-Zuidoost;14.0
BU19000003;Bolsward-Zuidwest;0.0
BU19000004;Bolsward-Noordoost;5.0
BU19000009;Verspreide huizen Bolsward;1.0
BU19000101;Sneek binnen de grachten;56.0
BU19000102;Stationsbuurt;13.0
BU19000103;Hemdijk;16.0
BU19000104;Noorderhoek I;19.0
BU19000105;Noorderhoek II;29.0
BU19000106;Noordoosthoek;36.0
BU19000107;Zwetteplan;8.0
BU19000108;Bomenbuurt;2.0
BU19000109;Omgeving Leeuwarderweg en bungalowpark;15.0
BU19000110;Stadsfenne;28.0
BU19000111;De Domp;6.0
BU19000112;Het Eiland;2.0
BU19000113;Sperkhem en industrieterrein Houkesloot;36.0
BU19000114;Lemmerweg-Oost;16.0
BU19000115;Lemmerweg-West;29.0
BU19000116;Tinga;8.0
BU19000117;Duinterpen;22.0
BU19000118;Offingawier;3.0
